sample,Gene,Z-score,group,replicate
A_1,Ldha,-0.8234164970183717,Anterior,1
A_2,Ldha,-0.7836882577745964,Anterior,2
A_3,Ldha,-0.7520021757055702,Anterior,3
P_1,Ldha,2.3754185148167632,Posterior,1
P_2,Ldha,-0.7845437428060711,Posterior,2
P_3,Ldha,0.4869163846070614,Posterior,3
S_1,Ldha,-0.2395095843113702,Somite,1
S_2,Ldha,0.7369138734514528,Somite,2
S_3,Ldha,-0.216088515258967,Somite,3
A_1,Ldha.2,-0.7678188006189743,Anterior,1
A_2,Ldha.2,-0.0112529010418905,Anterior,2
A_3,Ldha.2,-0.620671362024222,Anterior,3
P_1,Ldha.2,1.811361127224776,Posterior,1
P_2,Ldha.2,1.6813104229341982,Posterior,2
P_3,Ldha.2,0.0210782752070756,Posterior,3
S_1,Ldha.2,-1.2192008228232682,Somite,1
S_2,Ldha.2,-0.5699327134560883,Somite,2
S_3,Ldha.2,-0.3248732254017477,Somite,3
A_1,Ldhb,0.3407899042940106,Anterior,1
A_2,Ldhb,-0.029486546341654,Anterior,2
A_3,Ldhb,-0.7792564351748648,Anterior,3
P_1,Ldhb,-1.107706700426878,Posterior,1
P_2,Ldhb,2.171299021653568,Posterior,2
P_3,Ldhb,-1.3073106946712802,Posterior,3
S_1,Ldhb,0.4901739588795527,Somite,1
S_2,Ldhb,0.5352109265119989,Somite,2
S_3,Ldhb,-0.3137134347249892,Somite,3
A_1,Ldlr,-0.5370967011397282,Anterior,1
A_2,Ldlr,-0.4798194070789732,Anterior,2
A_3,Ldlr,0.0660216476376343,Anterior,3
P_1,Ldlr,-0.3416986271309107,Posterior,1
P_2,Ldlr,-0.5193249877737957,Posterior,2
P_3,Ldlr,-0.3853373598868632,Posterior,3
S_1,Ldlr,-0.5634504679951075,Somite,1
S_2,Ldlr,-0.000548088270795,Somite,2
S_3,Ldlr,2.761253991638541,Somite,3
A_1,Ldlrap1,0.8886353061775938,Anterior,1
A_2,Ldlrap1,-1.939783879191408,Anterior,2
A_3,Ldlrap1,0.0207138579568778,Anterior,3
P_1,Ldlrap1,0.8078200755251447,Posterior,1
P_2,Ldlrap1,-1.2861381118816608,Posterior,2
P_3,Ldlrap1,1.273050300330443,Posterior,3
S_1,Ldlrap1,0.4437247768636906,Somite,1
S_2,Ldlrap1,0.284078275699883,Somite,2
S_3,Ldlrap1,-0.4921006014806038,Somite,3
A_1,Lef1,1.2549889515615538,Anterior,1
A_2,Lef1,1.195800953155203,Anterior,2
A_3,Lef1,0.3451033698145953,Anterior,3
P_1,Lef1,-0.2036013493893838,Posterior,1
P_2,Lef1,0.4337328274459674,Posterior,2
P_3,Lef1,-0.0121379992500646,Posterior,3
S_1,Lef1,0.3129248087201439,Somite,1
S_2,Lef1,-1.7484996976648737,Somite,2
S_3,Lef1,-1.5783118643931595,Somite,3
A_1,Lef1.1,1.5488492317591274,Anterior,1
A_2,Lef1.1,0.7961922987614929,Anterior,2
A_3,Lef1.1,0.181547077515161,Anterior,3
P_1,Lef1.1,-1.755637748396007,Posterior,1
P_2,Lef1.1,-0.6462547225149026,Posterior,2
P_3,Lef1.1,0.5859724104686126,Posterior,3
S_1,Lef1.1,0.2387591213008036,Somite,1
S_2,Lef1.1,0.4150050639376753,Somite,2
S_3,Lef1.1,-1.3644327328319632,Somite,3
A_1,Lemd3,1.2912963970473932,Anterior,1
A_2,Lemd3,-0.4394066738471253,Anterior,2
A_3,Lemd3,1.1468386198744018,Anterior,3
P_1,Lemd3,1.0987355658212914,Posterior,1
P_2,Lemd3,0.3357388271022409,Posterior,2
P_3,Lemd3,-1.622968216233545,Posterior,3
S_1,Lemd3,-1.3214629630408297,Somite,1
S_2,Lemd3,-0.2921202280126881,Somite,2
S_3,Lemd3,-0.1966513287111456,Somite,3
A_1,Leng1,0.7439500262632867,Anterior,1
A_2,Leng1,-0.0902156747913834,Anterior,2
A_3,Leng1,0.4502629835557083,Anterior,3
P_1,Leng1,-0.5104590305621162,Posterior,1
P_2,Leng1,-2.424121213224809,Posterior,2
P_3,Leng1,-0.3743431112574509,Posterior,3
S_1,Leng1,1.176426962586872,Somite,1
S_2,Leng1,0.6654320987767467,Somite,2
S_3,Leng1,0.363066958653166,Somite,3
A_1,Leng8,1.3932595421380545,Anterior,1
A_2,Leng8,0.5031943373614973,Anterior,2
A_3,Leng8,1.2568433192101305,Anterior,3
P_1,Leng8,-0.7370310755816434,Posterior,1
P_2,Leng8,-0.054535041523064,Posterior,2
P_3,Leng8,0.1995065261197198,Posterior,3
S_1,Leng8,-2.1325805415045687,Somite,1
S_2,Leng8,-0.2042478401760829,Somite,2
S_3,Leng8,-0.224409226043888,Somite,3
A_1,Leo1,0.7045782931013007,Anterior,1
A_2,Leo1,-1.4213016338076698,Anterior,2
A_3,Leo1,-0.4501885625233126,Anterior,3
P_1,Leo1,1.4840642099093837,Posterior,1
P_2,Leo1,1.116009140824549,Posterior,2
P_3,Leo1,-0.6356659841859081,Posterior,3
S_1,Leo1,-0.123313881556884,Somite,1
S_2,Leo1,0.7084570109518403,Somite,2
S_3,Leo1,-1.3826385927128264,Somite,3
A_1,Letm1,0.3553490693837924,Anterior,1
A_2,Letm1,1.1635186901113332,Anterior,2
A_3,Letm1,1.5066515657998056,Anterior,3
P_1,Letm1,0.8537725573230661,Posterior,1
P_2,Letm1,-1.6685409209609114,Posterior,2
P_3,Letm1,-0.7675964754862031,Posterior,3
S_1,Letm1,-0.8741069488465891,Somite,1
S_2,Letm1,-0.6175561351788812,Somite,2
S_3,Letm1,0.0485085978544756,Somite,3
A_1,Lfng,0.0028864422330903,Anterior,1
A_2,Lfng,0.907260353014001,Anterior,2
A_3,Lfng,-0.2382140218826147,Anterior,3
P_1,Lfng,1.030633069561789,Posterior,1
P_2,Lfng,-0.6420158598198406,Posterior,2
P_3,Lfng,1.0743274656994604,Posterior,3
S_1,Lfng,-2.175342046758701,Somite,1
S_2,Lfng,0.636115524899893,Somite,2
S_3,Lfng,-0.5956509269470369,Somite,3
A_1,Lgals1,-0.4076490706063752,Anterior,1
A_2,Lgals1,-0.6791506700729583,Anterior,2
A_3,Lgals1,-0.6381279171512411,Anterior,3
P_1,Lgals1,0.9647196115259286,Posterior,1
P_2,Lgals1,1.894257125658104,Posterior,2
P_3,Lgals1,1.197689938412737,Posterior,3
S_1,Lgals1,-1.1257671223793642,Somite,1
S_2,Lgals1,-0.6964698188140055,Somite,2
S_3,Lgals1,-0.5095020765727621,Somite,3
A_1,Lgalsl,-0.2101214082217171,Anterior,1
A_2,Lgalsl,1.3057425608314346,Anterior,2
A_3,Lgalsl,0.9791480624140732,Anterior,3
P_1,Lgalsl,-1.9096827943246948,Posterior,1
P_2,Lgalsl,-1.4025690623730425,Posterior,2
P_3,Lgalsl,0.5713849668006642,Posterior,3
S_1,Lgalsl,0.5810495143387499,Somite,1
S_2,Lgalsl,-0.0294139751729987,Somite,2
S_3,Lgalsl,0.1144621357074667,Somite,3
A_1,Lgmn,0.8023023070360364,Anterior,1
A_2,Lgmn,0.1198141134718913,Anterior,2
A_3,Lgmn,-1.2154996508370637,Anterior,3
P_1,Lgmn,0.5995253928520298,Posterior,1
P_2,Lgmn,1.2485261300750967,Posterior,2
P_3,Lgmn,0.8937809487656021,Posterior,3
S_1,Lgmn,-0.1006343574431019,Somite,1
S_2,Lgmn,-0.3428903037061128,Somite,2
S_3,Lgmn,-2.0049245802144027,Somite,3
A_1,Lhpp,0.0567028826486459,Anterior,1
A_2,Lhpp,-0.9206579687956794,Anterior,2
A_3,Lhpp,-0.1826933093252718,Anterior,3
P_1,Lhpp,1.246037345639899,Posterior,1
P_2,Lhpp,1.0022343038488162,Posterior,2
P_3,Lhpp,1.630368577254692,Posterior,3
S_1,Lhpp,-0.6765960348808172,Somite,1
S_2,Lhpp,-0.8327848890316566,Somite,2
S_3,Lhpp,-1.3226109073586545,Somite,3
A_1,Lias,1.2090577746824387,Anterior,1
A_2,Lias,0.7616246088675958,Anterior,2
A_3,Lias,0.4729026732665445,Anterior,3
P_1,Lias,-0.4225336066867926,Posterior,1
P_2,Lias,-2.164635002294653,Posterior,2
P_3,Lias,-0.796178686057501,Posterior,3
S_1,Lias,-0.3882775576280188,Somite,1
S_2,Lias,0.9832268533277564,Somite,2
S_3,Lias,0.3448129425225167,Somite,3
A_1,Lifr,0.1568482447520356,Anterior,1
A_2,Lifr,0.6225237520647311,Anterior,2
A_3,Lifr,0.0081170138926185,Anterior,3
P_1,Lifr,-2.4872565773659168,Posterior,1
P_2,Lifr,1.397141147856265,Posterior,2
P_3,Lifr,-0.0875318910030909,Posterior,3
S_1,Lifr,-0.3246684285489482,Somite,1
S_2,Lifr,0.5583962021060496,Somite,2
S_3,Lifr,0.1564305362462901,Somite,3
A_1,Lig1.1,-0.9508972231040906,Anterior,1
A_2,Lig1.1,-1.2709026588592098,Anterior,2
A_3,Lig1.1,-0.8951108304567973,Anterior,3
P_1,Lig1.1,1.6157137704997893,Posterior,1
P_2,Lig1.1,1.27726098833509,Posterior,2
P_3,Lig1.1,-0.7657759109917643,Posterior,3
S_1,Lig1.1,-0.2599600903682206,Somite,1
S_2,Lig1.1,0.5886497123741415,Somite,2
S_3,Lig1.1,0.6610222425708567,Somite,3
A_1,Lig3,-0.2125691245593365,Anterior,1
A_2,Lig3,0.5610691656437231,Anterior,2
A_3,Lig3,1.496482306522592,Anterior,3
P_1,Lig3,0.1376606273164776,Posterior,1
P_2,Lig3,-1.404976684305564,Posterior,2
P_3,Lig3,-1.881629455461325,Posterior,3
S_1,Lig3,0.2775129267515118,Somite,1
S_2,Lig3,0.1503865493320538,Somite,2
S_3,Lig3,0.8760636887598172,Somite,3
A_1,Lig4,-0.5135951188348229,Anterior,1
A_2,Lig4,0.6710456707856051,Anterior,2
A_3,Lig4,0.9274946727630652,Anterior,3
P_1,Lig4,0.444844250739789,Posterior,1
P_2,Lig4,-2.533322278573336,Posterior,2
P_3,Lig4,-0.0020242438748357,Posterior,3
S_1,Lig4,-0.0087166154759782,Somite,1
S_2,Lig4,0.1226842262541508,Somite,2
S_3,Lig4,0.8915894362163757,Somite,3
A_1,Lima1,-0.1201211220254306,Anterior,1
A_2,Lima1,-0.0723912972595556,Anterior,2
A_3,Lima1,-1.2754731123401326,Anterior,3
P_1,Lima1,1.5327978497377537,Posterior,1
P_2,Lima1,1.5984815379367292,Posterior,2
P_3,Lima1,0.6055324643792762,Posterior,3
S_1,Lima1,-0.381990700233094,Somite,1
S_2,Lima1,-0.6639312350753641,Somite,2
S_3,Lima1,-1.2229043851201316,Somite,3
A_1,Limch1,1.2131158934599082,Anterior,1
A_2,Limch1,0.4941917885102448,Anterior,2
A_3,Limch1,-1.0033360410885268,Anterior,3
P_1,Limch1,-2.1610653677805582,Posterior,1
P_2,Limch1,1.1198618303129697,Posterior,2
P_3,Limch1,0.4005653353980957,Posterior,3
S_1,Limch1,-0.3433150150013273,Somite,1
S_2,Limch1,0.0065096619124035,Somite,2
S_3,Limch1,0.2734719142768032,Somite,3
A_1,Limch1.1,0.6231578796209195,Anterior,1
A_2,Limch1.1,-0.1508046540749902,Anterior,2
A_3,Limch1.1,-0.4590592278950209,Anterior,3
P_1,Limch1.1,1.2323415927540615,Posterior,1
P_2,Limch1.1,1.2558958133501907,Posterior,2
P_3,Limch1.1,1.0362763323202502,Posterior,3
S_1,Limch1.1,-1.2039464804910185,Somite,1
S_2,Limch1.1,-1.0338013701790136,Somite,2
S_3,Limch1.1,-1.3000598854053342,Somite,3
A_1,Limd1,0.9227710008419452,Anterior,1
A_2,Limd1,-0.0064918709151585,Anterior,2
A_3,Limd1,-1.5257691901174637,Anterior,3
P_1,Limd1,-0.1260388144173274,Posterior,1
P_2,Limd1,1.0867435245303083,Posterior,2
P_3,Limd1,1.722264117770662,Posterior,3
S_1,Limd1,-0.7764151229686138,Somite,1
S_2,Limd1,-0.975167291570317,Somite,2
S_3,Limd1,-0.3218963531540548,Somite,3
A_1,Limd2,0.7246418630908725,Anterior,1
A_2,Limd2,-0.4706411870046612,Anterior,2
A_3,Limd2,-0.4343135227597056,Anterior,3
P_1,Limd2,1.436739637373106,Posterior,1
P_2,Limd2,0.9046790658659652,Posterior,2
P_3,Limd2,1.0972572952072177,Posterior,3
S_1,Limd2,-0.5895151414281221,Somite,1
S_2,Limd2,-1.14838464849534,Somite,2
S_3,Limd2,-1.520463361849184,Somite,3
A_1,Limk2,-0.1987965478810054,Anterior,1
A_2,Limk2,0.3955724585467495,Anterior,2
A_3,Limk2,0.5714125488007752,Anterior,3
P_1,Limk2,0.9186832171168512,Posterior,1
P_2,Limk2,0.1995608457975001,Posterior,2
P_3,Limk2,1.7603939542587597,Posterior,3
S_1,Limk2,-1.2153803684622837,Somite,1
S_2,Limk2,-1.040244744380865,Somite,2
S_3,Limk2,-1.391201363796405,Somite,3
A_1,Lims1,-0.2413817005925997,Anterior,1
A_2,Lims1,-0.5480457521986551,Anterior,2
A_3,Lims1,-0.5100718401002019,Anterior,3
P_1,Lims1,0.910811340142657,Posterior,1
P_2,Lims1,2.30550277319039,Posterior,2
P_3,Lims1,-0.398668002337791,Posterior,3
S_1,Lims1,0.2730389207299788,Somite,1
S_2,Lims1,-0.4491471797134063,Somite,2
S_3,Lims1,-1.3420385591203716,Somite,3
A_1,Lin28a,-0.5615654253333693,Anterior,1
A_2,Lin28a,-1.5269891377241815,Anterior,2
A_3,Lin28a,-0.123381394564337,Anterior,3
P_1,Lin28a,1.74006007078488,Posterior,1
P_2,Lin28a,0.9067527964956918,Posterior,2
P_3,Lin28a,1.0191346152655616,Posterior,3
S_1,Lin28a,-0.8326091944098716,Somite,1
S_2,Lin28a,-0.841159425204438,Somite,2
S_3,Lin28a,0.2197570946900993,Somite,3
A_1,Lin28b,-0.9709002949758508,Anterior,1
A_2,Lin28b,-1.640125743425033,Anterior,2
A_3,Lin28b,-0.3921962447405993,Anterior,3
P_1,Lin28b,-0.4659574956144876,Posterior,1
P_2,Lin28b,1.4261090410320392,Posterior,2
P_3,Lin28b,-0.6454038535670984,Posterior,3
S_1,Lin28b,1.1927925679152194,Somite,1
S_2,Lin28b,0.698921270523594,Somite,2
S_3,Lin28b,0.7967607528522326,Somite,3
A_1,Lin54,-0.3696596955126852,Anterior,1
A_2,Lin54,-0.0827179388427031,Anterior,2
A_3,Lin54,0.3547019735612812,Anterior,3
P_1,Lin54,-0.3377353320425984,Posterior,1
P_2,Lin54,-0.7718205008825558,Posterior,2
P_3,Lin54,2.423268133284481,Posterior,3
S_1,Lin54,-0.4457721965753493,Somite,1
S_2,Lin54,-1.2943431345583205,Somite,2
S_3,Lin54,0.5240786915687046,Somite,3
A_1,Lin7c,0.1455575773263822,Anterior,1
A_2,Lin7c,-1.0534206973792657,Anterior,2
A_3,Lin7c,-2.0427393979590147,Anterior,3
P_1,Lin7c,1.6660985120999676,Posterior,1
P_2,Lin7c,0.5053159895444863,Posterior,2
P_3,Lin7c,0.5110853302523642,Posterior,3
S_1,Lin7c,0.3846120081912124,Somite,1
S_2,Lin7c,-0.4112300525468048,Somite,2
S_3,Lin7c,0.2947207304706504,Somite,3
A_1,Lin9,0.9171078731310662,Anterior,1
A_2,Lin9,-0.9047704700696956,Anterior,2
A_3,Lin9,-1.9273666803111973,Anterior,3
P_1,Lin9,0.9732693508152528,Posterior,1
P_2,Lin9,-0.2169911558301882,Posterior,2
P_3,Lin9,-0.58193224732075,Posterior,3
S_1,Lin9,0.7481170031426779,Somite,1
S_2,Lin9,1.2837806829492997,Somite,2
S_3,Lin9,-0.2912143565064656,Somite,3
A_1,Lins1,0.5683464808085393,Anterior,1
A_2,Lins1,0.8750726676406039,Anterior,2
A_3,Lins1,0.4894616561878952,Anterior,3
P_1,Lins1,-1.5010483780518038,Posterior,1
P_2,Lins1,-0.907141147891158,Posterior,2
P_3,Lins1,0.3125826560007,Posterior,3
S_1,Lins1,0.8550221563603921,Somite,1
S_2,Lins1,-1.6741537594137736,Somite,2
S_3,Lins1,0.981857668358592,Somite,3
A_1,Lipa,-0.128432574374993,Anterior,1
A_2,Lipa,-0.0257026108677119,Anterior,2
A_3,Lipa,0.5255018013270669,Anterior,3
P_1,Lipa,-1.8379196050795503,Posterior,1
P_2,Lipa,-1.5549387328507038,Posterior,2
P_3,Lipa,1.264583278073393,Posterior,3
S_1,Lipa,0.3639839702696334,Somite,1
S_2,Lipa,1.01983112559444,Somite,2
S_3,Lipa,0.3730933479084864,Somite,3
A_1,Lipe.1,-0.6744974848487946,Anterior,1
A_2,Lipe.1,-1.0460703889313003,Anterior,2
A_3,Lipe.1,0.7015504894679685,Anterior,3
P_1,Lipe.1,0.7864985984198419,Posterior,1
P_2,Lipe.1,-1.6997872940414889,Posterior,2
P_3,Lipe.1,0.1293861349606673,Posterior,3
S_1,Lipe.1,-0.4873519419308899,Somite,1
S_2,Lipe.1,0.6094893437406492,Somite,2
S_3,Lipe.1,1.680782543163298,Somite,3
A_1,Lipt2,-0.8412279395767476,Anterior,1
A_2,Lipt2,-0.5897659841307517,Anterior,2
A_3,Lipt2,1.3436324562227837,Anterior,3
P_1,Lipt2,-0.5350529519364422,Posterior,1
P_2,Lipt2,-1.7736722825376028,Posterior,2
P_3,Lipt2,-0.299201352491096,Posterior,3
S_1,Lipt2,0.649258289052718,Somite,1
S_2,Lipt2,0.7963082911284814,Somite,2
S_3,Lipt2,1.2497214742686866,Somite,3
A_1,Lix1l,0.5624186979881673,Anterior,1
A_2,Lix1l,1.153865694390688,Anterior,2
A_3,Lix1l,-1.0045008158345772,Anterior,3
P_1,Lix1l,-1.9351481995486808,Posterior,1
P_2,Lix1l,-0.9048250871724756,Posterior,2
P_3,Lix1l,0.0847615196881158,Posterior,3
S_1,Lix1l,0.7463519353630902,Somite,1
S_2,Lix1l,1.08115871965861,Somite,2
S_3,Lix1l,0.2159175354670492,Somite,3
A_1,Llgl1,-0.4089888689580919,Anterior,1
A_2,Llgl1,0.104742212001313,Anterior,2
A_3,Llgl1,-0.9042334936401588,Anterior,3
P_1,Llgl1,2.5327345452849634,Posterior,1
P_2,Llgl1,-0.592312275780466,Posterior,2
P_3,Llgl1,-0.3531985347842623,Posterior,3
S_1,Llgl1,-0.9264545920887036,Somite,1
S_2,Llgl1,0.0442037416846396,Somite,2
S_3,Llgl1,0.5035072662810146,Somite,3
A_1,Llgl2,-0.711821041141469,Anterior,1
A_2,Llgl2,-0.193357560477129,Anterior,2
A_3,Llgl2,-1.5418125909844835,Anterior,3
P_1,Llgl2,0.2077061736567923,Posterior,1
P_2,Llgl2,1.289984615348008,Posterior,2
P_3,Llgl2,1.3082033385507104,Posterior,3
S_1,Llgl2,-1.4323532908880503,Somite,1
S_2,Llgl2,0.4095330539499547,Somite,2
S_3,Llgl2,0.6639173019857216,Somite,3
A_1,Llph,-0.5863476329873519,Anterior,1
A_2,Llph,-1.1639633351237817,Anterior,2
A_3,Llph,1.0804133999360943,Anterior,3
P_1,Llph,-1.0183903452506196,Posterior,1
P_2,Llph,-1.42191112038426,Posterior,2
P_3,Llph,0.3866157576995729,Posterior,3
S_1,Llph,1.381856587259585,Somite,1
S_2,Llph,0.4300024532428382,Somite,2
S_3,Llph,0.911724235607951,Somite,3
A_1,Lman1,0.672140137687444,Anterior,1
A_2,Lman1,-0.9069900873767518,Anterior,2
A_3,Lman1,1.2441735613474914,Anterior,3
P_1,Lman1,-0.1988987814927522,Posterior,1
P_2,Lman1,1.8250204670092565,Posterior,2
P_3,Lman1,0.2111621765516577,Posterior,3
S_1,Lman1,-1.1513340256989837,Somite,1
S_2,Lman1,-0.8584256150668398,Somite,2
S_3,Lman1,-0.8368478329604409,Somite,3
A_1,Lman2,0.4391088907801214,Anterior,1
A_2,Lman2,-0.5469029278657331,Anterior,2
A_3,Lman2,2.2015876202483557,Anterior,3
P_1,Lman2,0.2677823805663181,Posterior,1
P_2,Lman2,-1.5406667956462214,Posterior,2
P_3,Lman2,-0.6486153741183214,Posterior,3
S_1,Lman2,-0.4175111108138641,Somite,1
S_2,Lman2,-0.4208284326510318,Somite,2
S_3,Lman2,0.6660457495001076,Somite,3
A_1,Lman2l,0.5014392807538274,Anterior,1
A_2,Lman2l,0.0094718261907232,Anterior,2
A_3,Lman2l,1.347614063517544,Anterior,3
P_1,Lman2l,0.8647844229041206,Posterior,1
P_2,Lman2l,0.1099154926364854,Posterior,2
P_3,Lman2l,0.2267484887627718,Posterior,3
S_1,Lman2l,0.2867867910867273,Somite,1
S_2,Lman2l,-1.2051880532944983,Somite,2
S_3,Lman2l,-2.1415723125578765,Somite,3
A_1,Lmcd1,-2.3085511486975507,Anterior,1
A_2,Lmcd1,0.7850250343221995,Anterior,2
A_3,Lmcd1,-0.1024376298035439,Anterior,3
P_1,Lmcd1,1.0245255935214344,Posterior,1
P_2,Lmcd1,-0.5567945973794866,Posterior,2
P_3,Lmcd1,0.3150284562807182,Posterior,3
S_1,Lmcd1,-0.6270647894313646,Somite,1
S_2,Lmcd1,0.4996964999927218,Somite,2
S_3,Lmcd1,0.9705725811948626,Somite,3
A_1,Lmf1,0.2892668436573846,Anterior,1
A_2,Lmf1,0.5632063346128008,Anterior,2
A_3,Lmf1,1.1695500209007328,Anterior,3
P_1,Lmf1,-0.5231706816982182,Posterior,1
P_2,Lmf1,-1.95330406790734,Posterior,2
P_3,Lmf1,-0.1745781515234482,Posterior,3
S_1,Lmf1,1.4741869371937075,Somite,1
S_2,Lmf1,0.116551092940871,Somite,2
S_3,Lmf1,-0.9617083281765016,Somite,3
A_1,Lmf2,0.229666032695903,Anterior,1
A_2,Lmf2,0.5193075687018128,Anterior,2
A_3,Lmf2,0.3431856448526609,Anterior,3
P_1,Lmf2,0.1515853745480223,Posterior,1
P_2,Lmf2,-0.6386886718460679,Posterior,2
P_3,Lmf2,-2.542216840801476,Posterior,3
S_1,Lmf2,0.474066353913179,Somite,1
S_2,Lmf2,1.1622253641413085,Somite,2
S_3,Lmf2,0.3008691737946466,Somite,3
A_1,Lmna,0.2862088813767179,Anterior,1
A_2,Lmna,-0.1061502715207851,Anterior,2
A_3,Lmna,-0.2295100429236927,Anterior,3
P_1,Lmna,-0.8215010405457034,Posterior,1
P_2,Lmna,2.2070192195322984,Posterior,2
P_3,Lmna,0.8419354701824725,Posterior,3
S_1,Lmna,-1.5309918608586086,Somite,1
S_2,Lmna,-0.171450372683592,Somite,2
S_3,Lmna,-0.4755599825591519,Somite,3
A_1,Lmnb1,-0.0213438561668301,Anterior,1
A_2,Lmnb1,-0.4967055985462976,Anterior,2
A_3,Lmnb1,-1.140272242057413,Anterior,3
P_1,Lmnb1,1.7555010452068651,Posterior,1
P_2,Lmnb1,1.568939065785607,Posterior,2
P_3,Lmnb1,-0.1542628055857634,Posterior,3
S_1,Lmnb1,0.3557735484776213,Somite,1
S_2,Lmnb1,-1.020018769479674,Somite,2
S_3,Lmnb1,-0.8476103876340046,Somite,3
A_1,Lmnb2,0.7461891976978038,Anterior,1
A_2,Lmnb2,-0.0670799457548728,Anterior,2
A_3,Lmnb2,-1.8217883709278635,Anterior,3
P_1,Lmnb2,1.6634887957302915,Posterior,1
P_2,Lmnb2,0.9042933072542338,Posterior,2
P_3,Lmnb2,0.3531862776199863,Posterior,3
S_1,Lmnb2,-0.4281451929910364,Somite,1
S_2,Lmnb2,-1.0721579057557633,Somite,2
S_3,Lmnb2,-0.2779861628726157,Somite,3
A_1,Lmo2,0.0684193549850865,Anterior,1
A_2,Lmo2,0.2507700627850143,Anterior,2
A_3,Lmo2,-0.1950022614288117,Anterior,3
P_1,Lmo2,1.2216431191222383,Posterior,1
P_2,Lmo2,1.3024279813980766,Posterior,2
P_3,Lmo2,1.0193764571324266,Posterior,3
S_1,Lmo2,-1.031468389289051,Somite,1
S_2,Lmo2,-1.065165307039985,Somite,2
S_3,Lmo2,-1.5710010176650115,Somite,3
A_1,Lmo4,-0.947317996298116,Anterior,1
A_2,Lmo4,0.6223884483371488,Anterior,2
A_3,Lmo4,-1.183919048552359,Anterior,3
P_1,Lmo4,-0.2410072842172753,Posterior,1
P_2,Lmo4,1.7175057851669835,Posterior,2
P_3,Lmo4,-1.1558828814238344,Posterior,3
S_1,Lmo4,0.988344179404346,Somite,1
S_2,Lmo4,0.7973607265265068,Somite,2
S_3,Lmo4,-0.5974719289433099,Somite,3
A_1,Lmo7.1,0.7204791470537738,Anterior,1
A_2,Lmo7.1,-0.1704529106592325,Anterior,2
A_3,Lmo7.1,0.7158516444744039,Anterior,3
P_1,Lmo7.1,0.4401286787910451,Posterior,1
P_2,Lmo7.1,1.385218322681427,Posterior,2
P_3,Lmo7.1,0.7693326365848859,Posterior,3
S_1,Lmo7.1,-0.8684013647295938,Somite,1
S_2,Lmo7.1,-1.44930142641938,Somite,2
S_3,Lmo7.1,-1.542854727777354,Somite,3
A_1,Lnpep,-1.0524296123523018,Anterior,1
A_2,Lnpep,0.6189521195270421,Anterior,2
A_3,Lnpep,2.1020021437667475,Anterior,3
P_1,Lnpep,-1.31484113335682,Posterior,1
P_2,Lnpep,-0.4539620834180045,Posterior,2
P_3,Lnpep,-0.2821993555918893,Posterior,3
S_1,Lnpep,0.9304201825046065,Somite,1
S_2,Lnpep,-0.0999742337543096,Somite,2
S_3,Lnpep,-0.4479680273251182,Somite,3
A_1,Lnpk,-0.915598652856556,Anterior,1
A_2,Lnpk,0.2884214504891403,Anterior,2
A_3,Lnpk,1.5959587067352243,Anterior,3
P_1,Lnpk,1.208126113383049,Posterior,1
P_2,Lnpk,-0.9648938798396997,Posterior,2
P_3,Lnpk,-1.6125067220014169,Posterior,3
S_1,Lnpk,0.0981512338375533,Somite,1
S_2,Lnpk,-0.3414254173964635,Somite,2
S_3,Lnpk,0.6437671676491062,Somite,3
A_1,LOC110307790,0.6501860564105898,Anterior,1
A_2,LOC110307790,0.4733240530263645,Anterior,2
A_3,LOC110307790,1.9665810709041296,Anterior,3
P_1,LOC110307790,-0.3702144105468791,Posterior,1
P_2,LOC110307790,-1.355360310095493,Posterior,2
P_3,LOC110307790,-1.0366135841843618,Posterior,3
S_1,LOC110307790,-0.9409569193080234,Somite,1
S_2,LOC110307790,-0.1199913055311157,Somite,2
S_3,LOC110307790,0.7330453493246704,Somite,3
A_1,LOC665622,-1.192710916703161,Anterior,1
A_2,LOC665622,-0.7861213741290046,Anterior,2
A_3,LOC665622,1.4657438852675655,Anterior,3
P_1,LOC665622,0.6586747789372518,Posterior,1
P_2,LOC665622,0.2881169450126403,Posterior,2
P_3,LOC665622,0.6121893301828306,Posterior,3
S_1,LOC665622,0.6023432856249621,Somite,1
S_2,LOC665622,0.2242738541216033,Somite,2
S_3,LOC665622,-1.8725097883146515,Somite,3
A_1,LOC72520,1.361830222885317,Anterior,1
A_2,LOC72520,-1.366016066458286,Anterior,2
A_3,LOC72520,0.1961155200444057,Anterior,3
P_1,LOC72520,1.1714997886221692,Posterior,1
P_2,LOC72520,0.3825640068662155,Posterior,2
P_3,LOC72520,-0.923924763695841,Posterior,3
S_1,LOC72520,0.8631638668109638,Somite,1
S_2,LOC72520,-1.4357001909335252,Somite,2
S_3,LOC72520,-0.2495323841414572,Somite,3
A_1,Lonp1,-1.017605927683738,Anterior,1
A_2,Lonp1,-0.1316979951995789,Anterior,2
A_3,Lonp1,1.3556450183753124,Anterior,3
P_1,Lonp1,-0.6631682293485407,Posterior,1
P_2,Lonp1,-1.8136097807794045,Posterior,2
P_3,Lonp1,-0.2014696208821278,Posterior,3
S_1,Lonp1,0.4458988828245595,Somite,1
S_2,Lonp1,0.8025061605965941,Somite,2
S_3,Lonp1,1.2235014920969516,Somite,3
A_1,Lonp2,0.3574088290509314,Anterior,1
A_2,Lonp2,0.4229824648570828,Anterior,2
