sample,Gene,Z-score,group,replicate
P_1,Ddx42,1.3543390266065705,Posterior,1
P_2,Ddx42,0.2441711480839553,Posterior,2
P_3,Ddx42,0.6366557545383701,Posterior,3
S_1,Ddx42,-1.1774268142467907,Somite,1
S_2,Ddx42,-1.7485437087711686,Somite,2
S_3,Ddx42,-0.7680672747766313,Somite,3
A_1,Ddx46,-0.9402366977228714,Anterior,1
A_2,Ddx46,-0.7123350750316828,Anterior,2
A_3,Ddx46,0.1019491865605458,Anterior,3
P_1,Ddx46,1.3532229295842246,Posterior,1
P_2,Ddx46,2.0205362163998943,Posterior,2
P_3,Ddx46,-0.9937411786610862,Posterior,3
S_1,Ddx46,-0.2693671454906416,Somite,1
S_2,Ddx46,-0.763473090207712,Somite,2
S_3,Ddx46,0.2034448545687804,Somite,3
A_1,Ddx47,-0.3121192318170098,Anterior,1
A_2,Ddx47,0.3031849971298603,Anterior,2
A_3,Ddx47,1.7839800460262607,Anterior,3
P_1,Ddx47,-0.3011754679373937,Posterior,1
P_2,Ddx47,-1.0604015043926789,Posterior,2
P_3,Ddx47,-1.675939135653709,Posterior,3
S_1,Ddx47,-0.1808390204727016,Somite,1
S_2,Ddx47,0.2069353200645075,Somite,2
S_3,Ddx47,1.2363739970528642,Somite,3
A_1,Ddx49,-0.1116506467778354,Anterior,1
A_2,Ddx49,1.050895633263196,Anterior,2
A_3,Ddx49,0.4389432601294698,Anterior,3
P_1,Ddx49,1.6596190834571207,Posterior,1
P_2,Ddx49,-0.7779851881604578,Posterior,2
P_3,Ddx49,-2.077847609709747,Posterior,3
S_1,Ddx49,-0.0729878979560477,Somite,1
S_2,Ddx49,-0.0215699619584788,Somite,2
S_3,Ddx49,-0.0874166722873354,Somite,3
A_1,Ddx5,-0.323581279269286,Anterior,1
A_2,Ddx5,-0.4741983668525232,Anterior,2
A_3,Ddx5,0.3014791682889461,Anterior,3
P_1,Ddx5,2.420815934980433,Posterior,1
P_2,Ddx5,-0.8968745054527197,Posterior,2
P_3,Ddx5,-0.8642522093629834,Posterior,3
S_1,Ddx5,0.0993846041673531,Somite,1
S_2,Ddx5,-0.8808777036606974,Somite,2
S_3,Ddx5,0.6181043571611243,Somite,3
A_1,Ddx50,0.7200833186138469,Anterior,1
A_2,Ddx50,-0.067374560560741,Anterior,2
A_3,Ddx50,2.071006002040168,Anterior,3
P_1,Ddx50,0.1706391501916951,Posterior,1
P_2,Ddx50,-1.3673629145026616,Posterior,2
P_3,Ddx50,-1.0326374121099304,Posterior,3
S_1,Ddx50,0.0952134944826833,Somite,1
S_2,Ddx50,-1.0158506159083691,Somite,2
S_3,Ddx50,0.426283537753272,Somite,3
A_1,Ddx51.1,0.0877118910181181,Anterior,1
A_2,Ddx51.1,0.1679053768043184,Anterior,2
A_3,Ddx51.1,0.6798245483259462,Anterior,3
P_1,Ddx51.1,1.9443230166759535,Posterior,1
P_2,Ddx51.1,-0.7810361887074116,Posterior,2
P_3,Ddx51.1,-0.4836273433072527,Posterior,3
S_1,Ddx51.1,0.3051680414288866,Somite,1
S_2,Ddx51.1,-1.945224351500345,Somite,2
S_3,Ddx51.1,0.0249550092618751,Somite,3
A_1,Ddx52,0.1190587686159174,Anterior,1
A_2,Ddx52,-0.6772246299845792,Anterior,2
A_3,Ddx52,1.0865565773999104,Anterior,3
P_1,Ddx52,1.9594985422204927,Posterior,1
P_2,Ddx52,0.3336903676273007,Posterior,2
P_3,Ddx52,-1.0511129237746837,Posterior,3
S_1,Ddx52,-0.9652842622838372,Somite,1
S_2,Ddx52,-1.1219073359603222,Somite,2
S_3,Ddx52,0.3167248961398839,Somite,3
A_1,Ddx54,-0.2734565367066912,Anterior,1
A_2,Ddx54,-0.7164505953500279,Anterior,2
A_3,Ddx54,1.0889313668271503,Anterior,3
P_1,Ddx54,2.0461496293292054,Posterior,1
P_2,Ddx54,0.5075041274130712,Posterior,2
P_3,Ddx54,-0.822976160466282,Posterior,3
S_1,Ddx54,-1.3278723086183333,Somite,1
S_2,Ddx54,-0.5790981983861153,Somite,2
S_3,Ddx54,0.0772686759581702,Somite,3
A_1,Ddx55,-0.7696019883188661,Anterior,1
A_2,Ddx55,0.2225160329397792,Anterior,2
A_3,Ddx55,1.772930875825407,Anterior,3
P_1,Ddx55,0.9190867805350528,Posterior,1
P_2,Ddx55,-0.6341731480502127,Posterior,2
P_3,Ddx55,-1.4767090707568091,Posterior,3
S_1,Ddx55,-0.96169243322208,Somite,1
S_2,Ddx55,-0.0010638190687152,Somite,2
S_3,Ddx55,0.9287067701164264,Somite,3
A_1,Ddx56,0.4986301753732713,Anterior,1
A_2,Ddx56,0.2720361018824469,Anterior,2
A_3,Ddx56,0.9738082029379797,Anterior,3
P_1,Ddx56,-1.917631874395942,Posterior,1
P_2,Ddx56,-0.8283472169611861,Posterior,2
P_3,Ddx56,-0.7890839993577755,Posterior,3
S_1,Ddx56,-0.3510457480738463,Somite,1
S_2,Ddx56,0.6668337417761877,Somite,2
S_3,Ddx56,1.4748006168189205,Somite,3
A_1,Ddx59,0.4438815474293865,Anterior,1
A_2,Ddx59,-0.4787364107126732,Anterior,2
A_3,Ddx59,1.156867212555774,Anterior,3
P_1,Ddx59,-0.993566373361393,Posterior,1
P_2,Ddx59,-2.1128472056433307,Posterior,2
P_3,Ddx59,1.0433106132159102,Posterior,3
S_1,Ddx59,0.813613317081523,Somite,1
S_2,Ddx59,0.1767707788594821,Somite,2
S_3,Ddx59,-0.0492934794246529,Somite,3
A_1,Ddx6,1.5320404272904282,Anterior,1
A_2,Ddx6,-0.2424564632488292,Anterior,2
A_3,Ddx6,1.2720982657389943,Anterior,3
P_1,Ddx6,-1.3261977257401956,Posterior,1
P_2,Ddx6,-0.9718196575598924,Posterior,2
P_3,Ddx6,0.0829982699359045,Posterior,3
S_1,Ddx6,-1.0456944665783376,Somite,1
S_2,Ddx6,-0.3316271498106311,Somite,2
S_3,Ddx6,1.03065849997259,Somite,3
A_1,Decr1,0.1715361255425971,Anterior,1
A_2,Decr1,1.0468604692914705,Anterior,2
A_3,Decr1,1.101879878980895,Anterior,3
P_1,Decr1,-2.157256065463529,Posterior,1
P_2,Decr1,-0.6858607407361144,Posterior,2
P_3,Decr1,0.5101075969314747,Posterior,3
S_1,Decr1,-0.9181040228862404,Somite,1
S_2,Decr1,0.4673246160845783,Somite,2
S_3,Decr1,0.463512142254924,Somite,3
A_1,Decr2,-1.707489505729525,Anterior,1
A_2,Decr2,-0.6825682277384962,Anterior,2
A_3,Decr2,-0.1031305707247711,Anterior,3
P_1,Decr2,0.2706003476843657,Posterior,1
P_2,Decr2,-0.5437066535386149,Posterior,2
P_3,Decr2,1.245132069150857,Posterior,3
S_1,Decr2,1.820386057371216,Somite,1
S_2,Decr2,0.2566985852887986,Somite,2
S_3,Decr2,-0.5559221017640057,Somite,3
A_1,Def8,0.5195407546803563,Anterior,1
A_2,Def8,-0.1321422769063963,Anterior,2
A_3,Def8,-0.6440646578156669,Anterior,3
P_1,Def8,-0.8782204184942737,Posterior,1
P_2,Def8,0.2589716539410153,Posterior,2
P_3,Def8,1.7478594873003344,Posterior,3
S_1,Def8,-0.2961245812542608,Somite,1
S_2,Def8,-1.7285647362891865,Somite,2
S_3,Def8,1.1527447748380564,Somite,3
A_1,Degs1,-0.5533481747309804,Anterior,1
A_2,Degs1,-0.8935537316720138,Anterior,2
A_3,Degs1,2.100082508372624,Anterior,3
P_1,Degs1,-0.4789130053766222,Posterior,1
P_2,Degs1,-0.0347909536404454,Posterior,2
P_3,Degs1,0.6646946733887394,Posterior,3
S_1,Degs1,-0.6245130989319261,Somite,1
S_2,Degs1,-1.1867517928260316,Somite,2
S_3,Degs1,1.0070935754166337,Somite,3
A_1,Dek,1.146893921952167,Anterior,1
A_2,Dek,-0.4644021315859665,Anterior,2
A_3,Dek,-0.0773850466779391,Anterior,3
P_1,Dek,1.2304609219781804,Posterior,1
P_2,Dek,-1.737825409670119,Posterior,2
P_3,Dek,0.7394204214460964,Posterior,3
S_1,Dek,-1.1154404807983478,Somite,1
S_2,Dek,-0.6022233639295063,Somite,2
S_3,Dek,0.8805011672848527,Somite,3
A_1,Dennd10,1.221577150419624,Anterior,1
A_2,Dennd10,-0.3436822494789056,Anterior,2
A_3,Dennd10,1.7942136757784826,Anterior,3
P_1,Dennd10,-1.9102537610112007,Posterior,1
P_2,Dennd10,-0.5580873559756298,Posterior,2
P_3,Dennd10,-0.2259318639359228,Posterior,3
S_1,Dennd10,-0.3178595421584752,Somite,1
S_2,Dennd10,0.1722588071093152,Somite,2
S_3,Dennd10,0.1677651392526728,Somite,3
A_1,Dennd11,0.3068249476959753,Anterior,1
A_2,Dennd11,-0.0378741812450613,Anterior,2
A_3,Dennd11,1.0620950259481456,Anterior,3
P_1,Dennd11,1.243551465319099,Posterior,1
P_2,Dennd11,0.2462105034241592,Posterior,2
P_3,Dennd11,0.9222597370855316,Posterior,3
S_1,Dennd11,-0.7313976845163711,Somite,1
S_2,Dennd11,-1.153162845406477,Somite,2
S_3,Dennd11,-1.8585069683049305,Somite,3
A_1,Dennd1a,-1.1780266927312613,Anterior,1
A_2,Dennd1a,0.935588671923172,Anterior,2
A_3,Dennd1a,1.4347114995386534,Anterior,3
P_1,Dennd1a,1.18480169308022,Posterior,1
P_2,Dennd1a,0.0496009569366399,Posterior,2
P_3,Dennd1a,-0.5216924297277429,Posterior,3
S_1,Dennd1a,0.2266193884573036,Somite,1
S_2,Dennd1a,-0.4840243721822829,Somite,2
S_3,Dennd1a,-1.6475787152946573,Somite,3
A_1,Dennd2a,0.0243577933121733,Anterior,1
A_2,Dennd2a,-0.1737549469211547,Anterior,2
A_3,Dennd2a,-0.0485811743141529,Anterior,3
P_1,Dennd2a,2.4967170631332034,Posterior,1
P_2,Dennd2a,-0.4421505013136561,Posterior,2
P_3,Dennd2a,0.5853589811072764,Posterior,3
S_1,Dennd2a,-0.4697996787324114,Somite,1
S_2,Dennd2a,-0.864166427576082,Somite,2
S_3,Dennd2a,-1.1079811086952729,Somite,3
A_1,Dennd2b,0.2668685808459269,Anterior,1
A_2,Dennd2b,-0.7129252193367237,Anterior,2
A_3,Dennd2b,1.535592073132776,Anterior,3
P_1,Dennd2b,0.1312197936786793,Posterior,1
P_2,Dennd2b,-1.7051329733395186,Posterior,2
P_3,Dennd2b,-1.323426336046726,Posterior,3
S_1,Dennd2b,0.1843336171234609,Somite,1
S_2,Dennd2b,0.9431018242042296,Somite,2
S_3,Dennd2b,0.6803686397378852,Somite,3
A_1,Dennd4c,-0.3702570977317104,Anterior,1
A_2,Dennd4c,0.8126231563132923,Anterior,2
A_3,Dennd4c,-1.866912012555935,Anterior,3
P_1,Dennd4c,-1.267391336454761,Posterior,1
P_2,Dennd4c,-0.4242267278317049,Posterior,2
P_3,Dennd4c,1.065599935057179,Posterior,3
S_1,Dennd4c,0.1721968554815695,Somite,1
S_2,Dennd4c,0.9103998621275404,Somite,2
S_3,Dennd4c,0.9679673655946432,Somite,3
A_1,Dennd5a,-0.7191643564211039,Anterior,1
A_2,Dennd5a,0.3829195408601921,Anterior,2
A_3,Dennd5a,-0.3606936296533557,Anterior,3
P_1,Dennd5a,-1.3875589760020908,Posterior,1
P_2,Dennd5a,-1.345408193260311,Posterior,2
P_3,Dennd5a,0.0188353111912282,Posterior,3
S_1,Dennd5a,1.1123079920192147,Somite,1
S_2,Dennd5a,0.60583064237525,Somite,2
S_3,Dennd5a,1.6929316688910054,Somite,3
A_1,Dennd5b,-1.1396167168119655,Anterior,1
A_2,Dennd5b,0.1315683182436887,Anterior,2
A_3,Dennd5b,-0.1242976427001027,Anterior,3
P_1,Dennd5b,-1.1096615807470065,Posterior,1
P_2,Dennd5b,-0.7609588531205838,Posterior,2
P_3,Dennd5b,-0.2150274232893551,Posterior,3
S_1,Dennd5b,1.375887257379964,Somite,1
S_2,Dennd5b,-0.1330162777983017,Somite,2
S_3,Dennd5b,1.9751229188436776,Somite,3
A_1,Dennd6a,-0.5385833445492427,Anterior,1
A_2,Dennd6a,0.215259778736873,Anterior,2
A_3,Dennd6a,0.8812948526001989,Anterior,3
P_1,Dennd6a,2.266645669457056,Posterior,1
P_2,Dennd6a,-0.5803871728791996,Posterior,2
P_3,Dennd6a,-1.4595250996459617,Posterior,3
S_1,Dennd6a,-0.0772856968810245,Somite,1
S_2,Dennd6a,-0.4676641405223031,Somite,2
S_3,Dennd6a,-0.2397548463163178,Somite,3
A_1,Denr,-0.914011105958766,Anterior,1
A_2,Denr,-1.049238452706608,Anterior,2
A_3,Denr,-0.2501300178800874,Anterior,3
P_1,Denr,1.6060302686194148,Posterior,1
P_2,Denr,1.913826184752589,Posterior,2
P_3,Denr,-0.2189223737063545,Posterior,3
S_1,Denr,-0.311776349892631,Somite,1
S_2,Denr,-0.7834937296201662,Somite,2
S_3,Denr,0.0077155763926658,Somite,3
A_1,Depdc1b,0.5780445777582659,Anterior,1
A_2,Depdc1b,-1.064617876562593,Anterior,2
A_3,Depdc1b,1.8433437543513795,Anterior,3
P_1,Depdc1b,0.585942737334832,Posterior,1
P_2,Depdc1b,-1.1427733499196642,Posterior,2
P_3,Depdc1b,0.001979419982446,Posterior,3
S_1,Depdc1b,-1.2896565456819942,Somite,1
S_2,Depdc1b,-0.3490544030432515,Somite,2
S_3,Depdc1b,0.836791685780622,Somite,3
A_1,Depdc5,-1.1028582839728758,Anterior,1
A_2,Depdc5,0.2054982889467632,Anterior,2
A_3,Depdc5,0.9312068326490164,Anterior,3
P_1,Depdc5,1.3049451171834414,Posterior,1
P_2,Depdc5,-1.6829778014246322,Posterior,2
P_3,Depdc5,0.387147061849372,Posterior,3
S_1,Depdc5,-0.6274428443833819,Somite,1
S_2,Depdc5,-0.6090513402538609,Somite,2
S_3,Depdc5,1.193532969406213,Somite,3
A_1,Deptor,-0.4144736873683431,Anterior,1
A_2,Deptor,0.1583514139099259,Anterior,2
A_3,Deptor,0.165153692341118,Anterior,3
P_1,Deptor,0.2480585549780458,Posterior,1
P_2,Deptor,-0.0909689407706748,Posterior,2
P_3,Deptor,-2.5632017470364388,Posterior,3
S_1,Deptor,0.656052919086925,Somite,1
S_2,Deptor,0.9945137482394532,Somite,2
S_3,Deptor,0.8465140466199972,Somite,3
A_1,Dera,-0.7675144197931593,Anterior,1
A_2,Dera,0.5280103842631778,Anterior,2
A_3,Dera,-0.0818455473774357,Anterior,3
P_1,Dera,0.3883499524420738,Posterior,1
P_2,Dera,-2.2681204346963737,Posterior,2
P_3,Dera,1.2250234472107122,Posterior,3
S_1,Dera,-0.3753703101932163,Somite,1
S_2,Dera,1.046829960364548,Somite,2
S_3,Dera,0.3046369677794732,Somite,3
A_1,Derl1,-0.833755333625747,Anterior,1
A_2,Derl1,-0.1554855555781169,Anterior,2
A_3,Derl1,1.35351608766245,Anterior,3
P_1,Derl1,-0.5446175320096528,Posterior,1
P_2,Derl1,-1.960228482666868,Posterior,2
P_3,Derl1,-0.2538538611778845,Posterior,3
S_1,Derl1,0.8149155568695138,Somite,1
S_2,Derl1,0.3813351391469424,Somite,2
S_3,Derl1,1.198173981379289,Somite,3
A_1,Derl2,1.1712700720416538,Anterior,1
A_2,Derl2,0.3171737051774059,Anterior,2
A_3,Derl2,-1.5853563869805147,Anterior,3
P_1,Derl2,1.132651421781795,Posterior,1
P_2,Derl2,0.727761895064816,Posterior,2
P_3,Derl2,-0.5080163845724601,Posterior,3
S_1,Derl2,0.0102294567157781,Somite,1
S_2,Derl2,0.4021394369318669,Somite,2
S_3,Derl2,-1.6678532161603294,Somite,3
A_1,Derpc,0.8156455433658627,Anterior,1
A_2,Derpc,0.593138043235351,Anterior,2
A_3,Derpc,-1.7554624690053464,Anterior,3
P_1,Derpc,-1.86907251831648,Posterior,1
P_2,Derpc,-0.1255722017567175,Posterior,2
P_3,Derpc,0.6287728672467796,Posterior,3
S_1,Derpc,0.6154860766511181,Somite,1
S_2,Derpc,0.4587915612438204,Somite,2
S_3,Derpc,0.6382730973356122,Somite,3
A_1,Des,-0.834036710744867,Anterior,1
A_2,Des,0.8764885984445632,Anterior,2
A_3,Des,-0.0458433154138755,Anterior,3
P_1,Des,-2.128345781701783,Posterior,1
P_2,Des,0.1323057265282795,Posterior,2
P_3,Des,-0.7118667589851888,Posterior,3
S_1,Des,0.9212474360534896,Somite,1
S_2,Des,1.0156410235977362,Somite,2
S_3,Des,0.7744097822216744,Somite,3
A_1,Desi1,-0.2957464113091874,Anterior,1
A_2,Desi1,-0.053578313045336,Anterior,2
A_3,Desi1,-1.0462470170621485,Anterior,3
P_1,Desi1,-1.5012897131995668,Posterior,1
P_2,Desi1,-0.7963641483423701,Posterior,2
P_3,Desi1,0.8484510217593985,Posterior,3
S_1,Desi1,1.9416091157155069,Somite,1
S_2,Desi1,0.5728158151870051,Somite,2
S_3,Desi1,0.330349650296672,Somite,3
A_1,Dffa.1,1.1670391326657834,Anterior,1
A_2,Dffa.1,-1.2400770396441905,Anterior,2
A_3,Dffa.1,0.6427286440103289,Anterior,3
P_1,Dffa.1,-2.0156095065803354,Posterior,1
P_2,Dffa.1,0.116924425826759,Posterior,2
P_3,Dffa.1,-0.5672777808290924,Posterior,3
S_1,Dffa.1,0.8443189440184837,Somite,1
S_2,Dffa.1,0.6327337387477273,Somite,2
S_3,Dffa.1,0.4192194417845578,Somite,3
A_1,Dgcr6,0.1714606615162592,Anterior,1
A_2,Dgcr6,0.4891943796727912,Anterior,2
A_3,Dgcr6,-2.18453614611804,Anterior,3
P_1,Dgcr6,1.3519409576305907,Posterior,1
P_2,Dgcr6,1.2120236880545732,Posterior,2
P_3,Dgcr6,0.0485950708488824,Posterior,3
S_1,Dgcr6,-0.0312860636262374,Somite,1
S_2,Dgcr6,-0.3051270962394948,Somite,2
S_3,Dgcr6,-0.7522654517393407,Somite,3
A_1,Dgcr8,-0.3814652960462127,Anterior,1
A_2,Dgcr8,-0.4473916416894214,Anterior,2
A_3,Dgcr8,1.2799080151831848,Anterior,3
P_1,Dgcr8,-0.3702707672938549,Posterior,1
P_2,Dgcr8,1.8807976605995973,Posterior,2
P_3,Dgcr8,0.0786447567950718,Posterior,3
S_1,Dgcr8,-1.7441515931165823,Somite,1
S_2,Dgcr8,-0.5012927698565794,Somite,2
S_3,Dgcr8,0.2052216354247516,Somite,3
A_1,Dgke,-0.0459198967227096,Anterior,1
A_2,Dgke,0.3986688185866087,Anterior,2
A_3,Dgke,2.134705956916664,Anterior,3
P_1,Dgke,-0.6663546340258485,Posterior,1
P_2,Dgke,-1.747926052165874,Posterior,2
P_3,Dgke,-0.7824287521997236,Posterior,3
S_1,Dgke,0.2147901552758428,Somite,1
S_2,Dgke,0.2145676579419543,Somite,2
S_3,Dgke,0.2798967463930424,Somite,3
A_1,Dgkz,0.2940913733542492,Anterior,1
A_2,Dgkz,0.0706689570078935,Anterior,2
A_3,Dgkz,-1.8748652371486072,Anterior,3
P_1,Dgkz,1.303564752916146,Posterior,1
P_2,Dgkz,1.23290381447047,Posterior,2
P_3,Dgkz,0.6751104601477671,Posterior,3
S_1,Dgkz,-0.0478690263843228,Somite,1
S_2,Dgkz,-0.40919439158385,Somite,2
S_3,Dgkz,-1.2444107027798197,Somite,3
A_1,Dguok,0.3975444016781933,Anterior,1
A_2,Dguok,0.561149117745668,Anterior,2
A_3,Dguok,1.1367714203311037,Anterior,3
P_1,Dguok,-2.396089011117624,Posterior,1
P_2,Dguok,-0.7828275307621747,Posterior,2
P_3,Dguok,0.1751976264701179,Posterior,3
S_1,Dguok,0.0430453191474389,Somite,1
S_2,Dguok,0.9193893139913464,Somite,2
S_3,Dguok,-0.0541806574841106,Somite,3
A_1,Dhcr24,0.2694773847469942,Anterior,1
A_2,Dhcr24,-1.0458376469860668,Anterior,2
A_3,Dhcr24,0.8989053280557693,Anterior,3
P_1,Dhcr24,2.161852877140682,Posterior,1
P_2,Dhcr24,0.5397566823064126,Posterior,2
P_3,Dhcr24,-0.5824699157607934,Posterior,3
S_1,Dhcr24,-0.8099909233247108,Somite,1
S_2,Dhcr24,-0.8579728594501054,Somite,2
S_3,Dhcr24,-0.5737209267281894,Somite,3
A_1,Dhcr7,-0.2772022552652198,Anterior,1
A_2,Dhcr7,-1.3126080931118336,Anterior,2
A_3,Dhcr7,1.2805838497703883,Anterior,3
P_1,Dhcr7,1.4589277047495808,Posterior,1
P_2,Dhcr7,-0.6611032122929895,Posterior,2
P_3,Dhcr7,-1.4894458485953126,Posterior,3
S_1,Dhcr7,-0.2093797008699766,Somite,1
S_2,Dhcr7,0.614659433121927,Somite,2
S_3,Dhcr7,0.5955681224935319,Somite,3
A_1,Dhdh,-0.717223404901965,Anterior,1
A_2,Dhdh,0.6709999633249014,Anterior,2
A_3,Dhdh,-0.5742472803888314,Anterior,3
P_1,Dhdh,-1.0611763692159963,Posterior,1
P_2,Dhdh,-1.7822974844961872,Posterior,2
P_3,Dhdh,0.6317030008105748,Posterior,3
S_1,Dhdh,0.4753610341988946,Somite,1
S_2,Dhdh,1.193446140220061,Somite,2
S_3,Dhdh,1.1634344004485482,Somite,3
A_1,Dhfr,-0.8397078383961221,Anterior,1
A_2,Dhfr,0.0373632870584881,Anterior,2
A_3,Dhfr,1.441954054841044,Anterior,3
P_1,Dhfr,-1.2896891193557485,Posterior,1
P_2,Dhfr,-1.4088030678225276,Posterior,2
P_3,Dhfr,0.715961372222392,Posterior,3
S_1,Dhfr,-0.0066352237474385,Somite,1
S_2,Dhfr,1.4307356052169111,Somite,2
S_3,Dhfr,-0.0811790700171422,Somite,3
A_1,Dhodh,0.3043145569656504,Anterior,1
A_2,Dhodh,-1.1808769204158598,Anterior,2
A_3,Dhodh,-0.8054270627696807,Anterior,3
P_1,Dhodh,2.0069882248526647,Posterior,1
P_2,Dhodh,-0.3933856455480796,Posterior,2
P_3,Dhodh,-0.2768322030518573,Posterior,3
S_1,Dhodh,-1.1589112972003952,Somite,1
S_2,Dhodh,0.4965851538901918,Somite,2
S_3,Dhodh,1.0075451932773234,Somite,3
A_1,Dhps,-0.0038357401598177,Anterior,1
A_2,Dhps,1.2854625993903326,Anterior,2
A_3,Dhps,-1.0648995806322878,Anterior,3
P_1,Dhps,-1.6104270901229072,Posterior,1
P_2,Dhps,0.8008562063964508,Posterior,2
P_3,Dhps,1.2176372638016435,Posterior,3
S_1,Dhps,-1.1516568778560343,Somite,1
S_2,Dhps,0.1389978851941133,Somite,2
S_3,Dhps,0.387865333988365,Somite,3
A_1,Dhrs1,0.1229300083877927,Anterior,1
A_2,Dhrs1,1.1878816032672623,Anterior,2
A_3,Dhrs1,-0.9841847342760714,Anterior,3
P_1,Dhrs1,1.2506063477137137,Posterior,1
P_2,Dhrs1,1.5229475846124905,Posterior,2
P_3,Dhrs1,-0.8602601411785155,Posterior,3
S_1,Dhrs1,-0.4023591619316574,Somite,1
S_2,Dhrs1,-0.6623009440473251,Somite,2
S_3,Dhrs1,-1.1752605625474122,Somite,3
A_1,Dhrs13,0.2515123982018509,Anterior,1
A_2,Dhrs13,-0.7053422303581122,Anterior,2
A_3,Dhrs13,1.898588725867214,Anterior,3
P_1,Dhrs13,0.4005608069767266,Posterior,1
P_2,Dhrs13,-1.1383516187849227,Posterior,2
P_3,Dhrs13,-1.5652554070803542,Posterior,3
S_1,Dhrs13,0.3715508337200852,Somite,1
S_2,Dhrs13,0.8229243759126477,Somite,2
S_3,Dhrs13,-0.3361878844551217,Somite,3
A_1,Dhrs4,-0.4642475985941789,Anterior,1
A_2,Dhrs4,-0.2274228526513487,Anterior,2
A_3,Dhrs4,-1.520797813083329,Anterior,3
P_1,Dhrs4,0.552730395882293,Posterior,1
P_2,Dhrs4,-0.3757677771509364,Posterior,2
P_3,Dhrs4,-0.9516210897744732,Posterior,3
S_1,Dhrs4,0.661318458988266,Somite,1
S_2,Dhrs4,0.1816809627148781,Somite,2
S_3,Dhrs4,2.1441273136686863,Somite,3
A_1,Dhrs7b,-1.801788762740433,Anterior,1
A_2,Dhrs7b,0.4807249831462954,Anterior,2
A_3,Dhrs7b,0.6003922276664206,Anterior,3
P_1,Dhrs7b,-0.5941228381555178,Posterior,1
P_2,Dhrs7b,-0.4185300452523086,Posterior,2
P_3,Dhrs7b,-1.1918180354934576,Posterior,3
S_1,Dhrs7b,1.035629936591432,Somite,1
S_2,Dhrs7b,0.5230026846859902,Somite,2
S_3,Dhrs7b,1.3665098495516113,Somite,3
A_1,Dhtkd1,-1.9348971549133944,Anterior,1
A_2,Dhtkd1,0.7378662718312113,Anterior,2
A_3,Dhtkd1,0.8994825477561428,Anterior,3
P_1,Dhtkd1,0.1919840523098571,Posterior,1
P_2,Dhtkd1,0.8825785624291042,Posterior,2
P_3,Dhtkd1,0.7663727767737033,Posterior,3
S_1,Dhtkd1,-0.1044502661642025,Somite,1
S_2,Dhtkd1,-1.5719201772140865,Somite,2
S_3,Dhtkd1,0.1329833871916596,Somite,3
A_1,Dhx15,-0.0925421865601738,Anterior,1
A_2,Dhx15,0.2946711490028524,Anterior,2
A_3,Dhx15,0.9149074794868688,Anterior,3
P_1,Dhx15,-1.5508297994085534,Posterior,1
P_2,Dhx15,-1.7436888067645473,Posterior,2
P_3,Dhx15,1.2714117558747318,Posterior,3
S_1,Dhx15,-0.3961676096660755,Somite,1
S_2,Dhx15,0.6327222113551209,Somite,2
S_3,Dhx15,0.669515806679967,Somite,3
A_1,Dhx16,0.0227938961136975,Anterior,1
A_2,Dhx16,1.820962259549116,Anterior,2
A_3,Dhx16,-0.6353148741262661,Anterior,3
P_1,Dhx16,0.3194793257303207,Posterior,1
P_2,Dhx16,-0.3218454255670416,Posterior,2
P_3,Dhx16,1.0111706331455628,Posterior,3
S_1,Dhx16,-1.817512049172847,Somite,1
S_2,Dhx16,-0.7780497003128961,Somite,2
S_3,Dhx16,0.378315934640168,Somite,3
A_1,Dhx29,-0.5421401821767315,Anterior,1
A_2,Dhx29,0.0060861367810724,Anterior,2
A_3,Dhx29,1.4019824443616202,Anterior,3
P_1,Dhx29,0.7775595888838506,Posterior,1
P_2,Dhx29,-1.3652273231131231,Posterior,2
P_3,Dhx29,-1.7907976051083283,Posterior,3
S_1,Dhx29,0.1914365928651605,Somite,1
S_2,Dhx29,0.3814529202463657,Somite,2
S_3,Dhx29,0.9396474272600364,Somite,3
A_1,Dhx30,-0.8811131315971172,Anterior,1
A_2,Dhx30,0.0334566733471421,Anterior,2
A_3,Dhx30,1.8354448442023337,Anterior,3
P_1,Dhx30,0.3367260142007539,Posterior,1
P_2,Dhx30,-1.2359543684611836,Posterior,2
P_3,Dhx30,-0.9946208497563244,Posterior,3
S_1,Dhx30,-0.4419373991160761,Somite,1
S_2,Dhx30,-0.0741873716405821,Somite,2
S_3,Dhx30,1.4221855888211334,Somite,3
A_1,Dhx33,0.6625997688242231,Anterior,1
A_2,Dhx33,-0.3231545716285156,Anterior,2
A_3,Dhx33,1.3290364633864815,Anterior,3
P_1,Dhx33,0.3280092019554897,Posterior,1
P_2,Dhx33,-1.5055595176134486,Posterior,2
P_3,Dhx33,-0.935674573498481,Posterior,3
S_1,Dhx33,0.2380189431049086,Somite,1
S_2,Dhx33,-1.1932464837723469,Somite,2
S_3,Dhx33,1.3999707692418082,Somite,3
A_1,Dhx35,0.6436616251229758,Anterior,1
A_2,Dhx35,-0.1592893192512213,Anterior,2
A_3,Dhx35,-2.068244585229769,Anterior,3
P_1,Dhx35,-0.2166876452103307,Posterior,1
P_2,Dhx35,1.4179038691563584,Posterior,2
P_3,Dhx35,-0.4703694577747449,Posterior,3
S_1,Dhx35,1.364473797960776,Somite,1
S_2,Dhx35,-0.1800267286236371,Somite,2
S_3,Dhx35,-0.3314215561504174,Somite,3
A_1,Dhx36,0.5458880752121841,Anterior,1
